paper_id,domain,year,primary_field,is_landmark,n_controls,control_tier,community_reach_control_mad,community_reach_control_robust_scale,community_reach_scale_used,community_reach_scale_floor_used,community_reach_mad_zero,community_reach_z_clipped,field_entropy_control_mad,field_entropy_control_robust_scale,field_entropy_scale_used,field_entropy_scale_floor_used,field_entropy_mad_zero,field_entropy_z_clipped,cross_community_adoption_control_mad,cross_community_adoption_control_robust_scale,cross_community_adoption_scale_used,cross_community_adoption_scale_floor_used,cross_community_adoption_mad_zero,cross_community_adoption_z_clipped,path_shortening_control_mad,path_shortening_control_robust_scale,path_shortening_scale_used,path_shortening_scale_floor_used,path_shortening_mad_zero,path_shortening_z_clipped,modularity_shock_control_mad,modularity_shock_control_robust_scale,modularity_shock_scale_used,modularity_shock_scale_floor_used,modularity_shock_mad_zero,modularity_shock_z_clipped,partition_change_control_mad,partition_change_control_robust_scale,partition_change_scale_used,partition_change_scale_floor_used,partition_change_mad_zero,partition_change_z_clipped,boundary_mixing_control_mad,boundary_mixing_control_robust_scale,boundary_mixing_scale_used,boundary_mixing_scale_floor_used,boundary_mixing_mad_zero,boundary_mixing_z_clipped,post_perturbation_concentration_control_mad,post_perturbation_concentration_control_robust_scale,post_perturbation_concentration_scale_used,post_perturbation_concentration_scale_floor_used,post_perturbation_concentration_mad_zero,post_perturbation_concentration_z_clipped,hub_formation_control_mad,hub_formation_control_robust_scale,hub_formation_scale_used,hub_formation_scale_floor_used,hub_formation_mad_zero,hub_formation_z_clipped,n_delta_scale_floor_used,n_delta_mad_zero,n_delta_z_clipped
graphene_2d_materials::https://openalex.org/W2061817967,graphene_2d_materials,1995,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.451653477928498,0.5138229655737179,0.451653477928498,0,0,0,0.2118,0.49419322955275513,0.30887076847047196,1,0,0,0.0,0.0836073797447188,0.07315645727662895,1,1,0,0.0008814506539832035,0.015107506328731448,0.015107506328731448,1,0,0,0.14452054047061388,0.34036168793717186,0.17018084396858593,1,0,0,0.07759913793103447,0.15164083581149979,0.07759913793103447,0,0,0,0.4942,0.4942,0.4942,0,0,0,0.0,0.0,0.02,1,1,0,5,2,0
graphene_2d_materials::https://openalex.org/W2073484000,graphene_2d_materials,1995,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.451653477928498,0.5138229655737179,0.451653477928498,0,0,0,0.2118,0.49419322955275513,0.30887076847047196,1,0,0,0.0,0.0836073797447188,0.07315645727662895,1,1,0,0.0008236666666667311,0.015107506328731448,0.015107506328731448,1,0,0,0.14149527027562855,0.34036168793717186,0.17018084396858593,1,0,0,0.07412999999999999,0.15164083581149979,0.07582041790574989,1,0,0,0.555975,0.555975,0.555975,0,0,0,0.0,0.0,0.02,1,1,0,6,2,0
graphene_2d_materials::https://openalex.org/W2077704487,graphene_2d_materials,1995,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.451653477928498,0.5138229655737179,0.451653477928498,0,0,0,0.2118,0.49419322955275513,0.30887076847047196,1,0,0,0.0,0.0836073797447188,0.07315645727662895,1,1,0,0.0008814506539832035,0.015107506328731448,0.015107506328731448,1,0,0,0.14149527027562855,0.34036168793717186,0.17018084396858593,1,0,0,0.07412999999999999,0.15164083581149979,0.07582041790574989,1,0,0,0.555975,0.555975,0.555975,0,0,0,0.0,0.0,0.02,1,1,0,6,2,0
graphene_2d_materials::https://openalex.org/W2092640920,graphene_2d_materials,1995,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.5171784652953966,0.5171784652953966,0.5171784652953966,0,0,0,0.2118,0.49419322955275513,0.30887076847047196,1,0,0,0.0,0.0836073797447188,0.07315645727662895,1,1,0,0.0008814506539832035,0.015107506328731448,0.015107506328731448,1,0,0,0.14452054047061388,0.34036168793717186,0.17018084396858593,1,0,0,0.07759913793103447,0.15164083581149979,0.07759913793103447,0,0,0,0.46853999207292907,0.4941932295527552,0.46853999207292907,0,0,0,0.0,0.0,0.02,1,1,0,5,2,0
graphene_2d_materials::https://openalex.org/W2163927137,graphene_2d_materials,1995,Molecular Junctions and Nanostructures,0,5920,all_non_landmark,1.4826,2.7311744049941473,1.4826,0,0,0,0.42526302847758135,0.559671429301575,0.42526302847758135,0,0,0,0.1872084895104895,0.39016777214202103,0.24385485758876313,1,0,0,0.0,0.06502796202367017,0.0568994667707114,1,1,1,0.0,0.021461440139486837,0.021461440139486837,1,1,1,0.1601675703154666,0.17528005756859005,0.1601675703154666,0,0,0,0.09683928021503653,0.15658824843049315,0.09683928021503653,0,0,1,0.4821326674321762,0.4821326674321762,0.4821326674321762,0,0,0,0.0,0.0024426947659084764,0.02,1,1,0,4,3,3
graphene_2d_materials::https://openalex.org/W1600061017,graphene_2d_materials,1996,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.5171784652953966,0.5171784652953966,0.5171784652953966,0,0,0,0.2118,0.49419322955275513,0.30887076847047196,1,0,0,0.0,0.07431767088419448,0.06502796202367017,1,1,1,0.0008236666666667311,0.015107506328731448,0.015107506328731448,1,0,0,0.14452054047061388,0.34036168793717186,0.17018084396858593,1,0,0,0.07412999999999999,0.15164083581149979,0.07582041790574989,1,0,0,0.555975,0.555975,0.555975,0,0,0,0.0,0.0,0.02,1,1,0,6,2,1
graphene_2d_materials::https://openalex.org/W1988926593,graphene_2d_materials,1996,2D Materials and Applications,0,5920,all_non_landmark,1.4826,2.7311744049941473,1.4826,0,0,0,0.42526302847758135,0.559671429301575,0.42526302847758135,0,0,0,0.1872084895104895,0.39016777214202103,0.24385485758876313,1,0,0,0.0,0.06502796202367017,0.0568994667707114,1,1,0,0.0,0.021461440139486837,0.021461440139486837,1,1,1,0.1601675703154666,0.17528005756859005,0.1601675703154666,0,0,0,0.09683928021503653,0.15658824843049315,0.09683928021503653,0,0,1,0.4821326674321762,0.4821326674321762,0.4821326674321762,0,0,0,0.0,0.0024426947659084764,0.02,1,1,0,4,3,2
graphene_2d_materials::https://openalex.org/W1995989150,graphene_2d_materials,1996,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.451653477928498,0.5138229655737179,0.451653477928498,0,0,0,0.2118,0.39016777214202103,0.26475,1,0,0,0.0,0.0836073797447188,0.07315645727662895,1,1,0,0.0008236666666667311,0.013793810126233073,0.013793810126233073,1,0,1,0.14149527027562855,0.2827482026887259,0.14149527027562855,0,0,0,0.07412999999999999,0.14520949890805987,0.07412999999999999,0,0,1,0.555975,0.555975,0.555975,0,0,0,0.0,0.0,0.02,1,1,0,4,2,2
graphene_2d_materials::https://openalex.org/W2004704360,graphene_2d_materials,1996,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.451653477928498,0.5138229655737179,0.451653477928498,0,0,0,0.2118,0.49419322955275513,0.30887076847047196,1,0,0,0.0,0.0836073797447188,0.07315645727662895,1,1,0,0.0008236666666667311,0.015107506328731448,0.015107506328731448,1,0,0,0.14149527027562855,0.34036168793717186,0.17018084396858593,1,0,0,0.07589499999999999,0.15164083581149979,0.07589499999999999,0,0,0,0.555975,0.555975,0.555975,0,0,0,0.0,0.0,0.02,1,1,0,5,2,0
graphene_2d_materials::https://openalex.org/W2025970651,graphene_2d_materials,1996,Catalysis and Hydrodesulfurization Studies,0,123,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,1.4827318040026374e-12,0.3666903136385563,0.18334515681927815,1,1,0,0.0,0.19508388607101051,0.12192742879438156,1,1,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.008088595632310687,0.010732932741419076,1,1,0,0.2044881698261664,0.2044881698261664,0.2044881698261664,0,0,0,0.18753125,0.21381921498971826,0.18753125,0,0,0,0.49756190476190454,0.7412898443291327,0.49756190476190454,0,0,0,0.0,0.0010951180861776,0.02,1,1,0,5,5,0
graphene_2d_materials::https://openalex.org/W2031535575,graphene_2d_materials,1996,Catalysis and Hydrodesulfurization Studies,0,123,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,1.4827318040026374e-12,0.3666903136385563,0.18334515681927815,1,1,0,0.0,0.19508388607101051,0.12192742879438156,1,1,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.008089676331827701,0.010732932741419076,1,1,0,0.2044881698261664,0.2044881698261664,0.2044881698261664,0,0,0,0.1934697768762678,0.21381921498971826,0.1934697768762678,0,0,0,0.49756190476190454,0.7412898443291327,0.49756190476190454,0,0,0,0.0,0.0010951180861776,0.02,1,1,0,5,5,0
graphene_2d_materials::https://openalex.org/W2032445821,graphene_2d_materials,1996,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.451653477928498,0.5138229655737179,0.451653477928498,0,0,0,0.2118,0.39016777214202103,0.26475,1,0,0,0.0,0.0836073797447188,0.07315645727662895,1,1,0,0.0008814506539832035,0.015107506328731448,0.015107506328731448,1,0,0,0.14149527027562855,0.2827482026887259,0.14149527027562855,0,0,0,0.07412999999999999,0.15164083581149979,0.07582041790574989,1,0,0,0.555975,0.555975,0.555975,0,0,0,0.0,0.0,0.02,1,1,0,5,2,0
graphene_2d_materials::https://openalex.org/W2061192414,graphene_2d_materials,1996,X-ray Diffraction in Crystallography,0,5920,all_non_landmark,1.4826,2.7311744049941473,1.4826,0,0,0,0.42526302847758135,0.559671429301575,0.42526302847758135,0,0,0,0.1872084895104895,0.39016777214202103,0.24385485758876313,1,0,0,0.0,0.06502796202367017,0.0568994667707114,1,1,1,0.0,0.021484188578262786,0.021484188578262786,1,1,0,0.1601675703154666,0.17528005756859005,0.1601675703154666,0,0,0,0.09683174197215118,0.15664798333446378,0.09683174197215118,0,0,0,0.4821326674321762,0.4821326674321762,0.4821326674321762,0,0,0,0.0,0.0024426947659084764,0.02,1,1,0,4,3,1
graphene_2d_materials::https://openalex.org/W2062234263,graphene_2d_materials,1996,Diamond and Carbon-based Materials Research,0,5920,all_non_landmark,1.4826,2.7311744049941473,1.4826,0,0,0,0.42526302847758135,0.559671429301575,0.42526302847758135,0,0,0,0.1872084895104895,0.39016777214202103,0.24385485758876313,1,0,0,0.0,0.06502796202367017,0.0568994667707114,1,1,1,0.0,0.021461440139486837,0.021461440139486837,1,1,0,0.1601675703154666,0.17528005756859005,0.1601675703154666,0,0,0,0.09683928021503653,0.15658824843049315,0.09683928021503653,0,0,1,0.4821326674321762,0.4821326674321762,0.4821326674321762,0,0,0,0.0,0.0024426947659084764,0.02,1,1,0,4,3,2
ipsc_reprogramming::https://openalex.org/W2054275704,ipsc_reprogramming,1996,Pluripotent Stem Cells Research,0,1670,field_all_years,2.9652,3.9016777214202105,2.9652,0,0,0,0.5227319968231279,0.5279441721968036,0.5227319968231279,0,0,0,0.1817610576923077,0.19508388607101051,0.2272013221153846,1,0,0,0.0,0.09754194303550526,0.0853492001560671,1,1,1,0.00011303750092951908,0.013202414932236808,0.013202414932236808,1,0,0,0.10230450844159135,0.11649387604695308,0.10230450844159135,0,0,0,0.08245478179656988,0.10181064864788834,0.08245478179656988,0,0,1,0.24461334262015222,0.25047807594302585,0.24461334262015222,0,0,0,0.0,0.0005318067746892861,0.02,1,1,0,4,2,2
graphene_2d_materials::https://openalex.org/W1966888697,graphene_2d_materials,1997,Advanced Chemical Physics Studies,0,5920,all_non_landmark,1.4826,2.7311744049941473,1.4826,0,0,0,0.42526302847758135,0.559671429301575,0.42526302847758135,0,0,0,0.1872084895104895,0.39016777214202103,0.24385485758876313,1,0,0,0.0,0.06502796202367017,0.0568994667707114,1,1,0,0.0,0.021484188578262786,0.021484188578262786,1,1,0,0.1601675703154666,0.17528005756859005,0.1601675703154666,0,0,0,0.09683174197215118,0.15664798333446378,0.09683174197215118,0,0,0,0.4832627234097466,0.4832627234097466,0.4832627234097466,0,0,0,0.0,0.0024426947659084764,0.02,1,1,0,4,3,0
graphene_2d_materials::https://openalex.org/W1969811081,graphene_2d_materials,1997,Catalysis and Hydrodesulfurization Studies,0,123,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,1.4827318040026374e-12,0.3666903136385563,0.18334515681927815,1,1,0,0.0,0.19508388607101051,0.12192742879438156,1,1,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.008088233407241917,0.010732932741419076,1,1,0,0.2044881698261664,0.2044881698261664,0.2044881698261664,0,0,0,0.18369278996865207,0.2120911992156627,0.18369278996865207,0,0,0,0.47443199999999974,0.7412898443291327,0.47443199999999974,0,0,0,0.0,0.0010951180861776,0.02,1,1,0,5,5,0
graphene_2d_materials::https://openalex.org/W1996279069,graphene_2d_materials,1997,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.5171784652953966,0.5171784652953966,0.5171784652953966,0,0,0,0.2118,0.49419322955275513,0.30887076847047196,1,0,0,0.0,0.0836073797447188,0.07315645727662895,1,1,0,0.0008814506539832035,0.015107506328731448,0.015107506328731448,1,0,0,0.14452054047061388,0.34036168793717186,0.17018084396858593,1,0,0,0.07589499999999999,0.15164083581149979,0.07589499999999999,0,0,0,0.4942,0.4942,0.4942,0,0,0,0.0,0.0,0.02,1,1,0,5,2,0
graphene_2d_materials::https://openalex.org/W2012805470,graphene_2d_materials,1997,Molecular Junctions and Nanostructures,0,5920,all_non_landmark,1.4826,2.7311744049941473,1.4826,0,0,0,0.42526302847758135,0.559671429301575,0.42526302847758135,0,0,0,0.1872084895104895,0.39016777214202103,0.24385485758876313,1,0,0,0.0,0.06502796202367017,0.0568994667707114,1,1,1,0.0,0.021484188578262786,0.021484188578262786,1,1,0,0.1601675703154666,0.17528005756859005,0.1601675703154666,0,0,1,0.09683174197215118,0.1563643196671339,0.09683174197215118,0,0,0,0.4821326674321762,0.4821326674321762,0.4821326674321762,0,0,0,0.0,0.0024426947659084764,0.02,1,1,0,4,3,2
graphene_2d_materials::https://openalex.org/W2042256986,graphene_2d_materials,1997,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.5171784652953966,0.5171784652953966,0.5171784652953966,0,0,0,0.2118,0.49419322955275513,0.30887076847047196,1,0,0,0.0,0.0836073797447188,0.07315645727662895,1,1,0,0.0008814506539832035,0.015107506328731448,0.015107506328731448,1,0,0,0.14452054047061388,0.34036168793717186,0.17018084396858593,1,0,0,0.07759913793103447,0.15164083581149979,0.07759913793103447,0,0,0,0.46853999207292907,0.4941932295527552,0.46853999207292907,0,0,0,0.0,0.0,0.02,1,1,0,5,2,0
graphene_2d_materials::https://openalex.org/W2049196330,graphene_2d_materials,1997,Metal and Thin Film Mechanics,0,61,field_all_years,1.4826,1.5606710885680841,1.4826,0,0,0,0.451653477928498,0.5138229655737179,0.451653477928498,0,0,0,0.2118,0.49419322955275513,0.30887076847047196,1,0,0,0.0,0.0836073797447188,0.07315645727662895,1,1,0,0.0008814506539832035,0.015107506328731448,0.015107506328731448,1,0,0,0.14149527027562855,0.34036168793717186,0.17018084396858593,1,0,0,0.07242586206896551,0.15120267948984295,0.07560133974492148,1,0,0,0.4942,0.4942,0.4942,0,0,0,0.0,0.0,0.02,1,1,0,6,2,0
