paper_id,article_id,journal,year,doi,title,abstract,keywords,openalex_id,article_markdown_path,peer_review_markdown_path,article_word_count,peer_review_word_count,has_peer_review_text,screen_pass,fig3_sw,fig3_sw_percentile,fig3_sw_tier,fig4_sw_batch_percentile,fig4_sw_ladder_tier,graph_confidence,graph_metric_valid,metric_source,top_mechanisms,weighted_score_fig3,retrieval_source,s2_key_status
s41564-023-01530-8,s41564-023-01530-8,Nature Microbiology,2023,10.1038/s41564-023-01530-8,**nature microbiology**,"HIV incidence in eastern and southern Africa has historically been concentrated among girls and women aged 15–24 years. As new cases decline with HIV interventions, population-level infection dynamics may shift by age and gender. Here, we integrated population-based surveillance of 38,749 participants in the Rakai Community Cohort Study and longitudinal deep-sequence viral phylogenetics to assess how HIV incidence and population groups driving transmission have changed from 2003 to 2018 in Uganda. We observed 1,117 individuals in the incidence cohort and 1,978 individuals in the transmission cohort. HIV viral suppression increased more rapidly in women than men, however incidence declined more slowly in women than men. We found that age-specific transmission flows shifted: whereas HIV transmission to girls and women (aged 15–24 years) from older men declined by about one-third, transmission to women (aged 25–34 years) from men that were 0–6 years older increased by half in 2003 to 2018. Based on changes in transmission flows, we estimated that closing the gender gap in viral suppression could have reduced HIV incidence in women by half in 2018. This study suggests that HIV programmes to increase HIV suppression in men are critical to reduce incidence in women, close gender gaps in infection burden and improve men’s health in Africa.",,,/mnt/d/aspr_nature_markdown/paper/s41564-023-01530-8.md,/mnt/d/aspr_nature_markdown/peer_review/s41564-023-01530-8_r.md,24975,15187,True,True,1.3518007556612786,0.951328125,high,0.03,low,0.9099999999999999,True,agent_graph_metric_evidence,"RTD=1.00 Reference target diversity / 参考目标社区多样性, PDE=0.95 Prospective diffusion entropy / 潜在扩散熵, RS=0.83 Rao-Stirling breadth / 跨学科知识广度",1.3518007556612786,openalex,openalex_key_ok
s41590-023-01641-8,s41590-023-01641-8,Nature Immunology,2023,10.1038/s41590-023-01641-8,**nature immunology**,"Age-associated changes in the T cell compartment are well described. However, limitations of current single-modal or bimodal single-cell assays, including flow cytometry, RNA-seq (RNA sequencing) and CITE-seq (cellular indexing of transcriptomes and epitopes by sequencing), have restricted our ability to deconvolve more complex cellular and molecular changes. Here, we profile >300,000 single T cells from healthy children (aged 11–13 years) and older adults (aged 55–65 years) by using the trimodal assay TEA-seq (single-cell analysis of mRNA transcripts, surface protein epitopes and chromatin accessibility), which revealed that molecular programming of T cell subsets shifts toward a more activated basal state with age. Naive CD4[+] T cells, considered relatively resistant to aging, exhibited pronounced transcriptional and epigenetic reprogramming. Moreover, we discovered a novel CD8αα[+] T cell subset lost with age that is epigenetically poised for rapid effector responses and has distinct inhibitory, costimulatory and tissue-homing properties. Together, these data reveal new insights into age-associated changes in the T cell compartment that may contribute to differential immune responses.",,,/mnt/d/aspr_nature_markdown/paper/s41590-023-01641-8.md,/mnt/d/aspr_nature_markdown/peer_review/s41590-023-01641-8_r.md,20150,9282,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41594-023-00923-x,s41594-023-00923-x,Nature Structural & Molecular Biology,2023,10.1038/s41594-023-00923-x,**nature structural & molecular biology**,"Unlike a number of structurally similar homologs, Dis3L2 can degrade structured RNAs independent of external helicase activity[1][,][10][,][12][,][29] . Little is known about how Dis3L2 or other capable RNase R/II family nucleases independently degrade structured RNA. We determined the structures of an RNase R/II family nuclease bound to a series of structured RNA substrates and analyzed the kinetic profiles of wild-type _Homo sapiens_ Dis3L2 (HsDis3L2) and engineered mutants",,,/mnt/d/aspr_nature_markdown/paper/s41594-023-00923-x.md,/mnt/d/aspr_nature_markdown/peer_review/s41594-023-00923-x_r.md,12831,7872,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41467-024-45503-9,s41467-024-45503-9,Nature Communications,2024,10.1038/s41467-024-45503-9,Functional nanoporous graphene superlattice,"Two-dimensional (2D) superlattices, formed by stacking sublattices of 2D materials, have emerged as a powerful platform for tailoring and enhancing material properties beyond their intrinsic characteristics. However, conventional synthesis methods are limited to pristine 2D material sublattices, posing a significant practical challenge when it comes to stacking chemically modified sublattices. Here we report a chemical synthesis method that overcomes this challenge by creating a unique 2D graphene superlattice, stacking graphene sublattices with monodisperse, nanometer-sized, square-shaped pores and strategically doped elements at the pore edges. The resulting graphene superlattice exhibits remarkable correlations between quantum phases at both the electron and phonon levels, leading to diverse functionalities, such as electromagnetic shielding, energy harvesting, optoelectronics, and thermoelectrics. Overall, our findings not only provide chemical design principles for synthesizing and understanding functional 2D superlattices but also expand their enhanced functionality and extensive application potential compared to their pristine counterparts.",,,/mnt/d/aspr_nature_markdown/paper/s41467-024-45503-9.md,/mnt/d/aspr_nature_markdown/peer_review/s41467-024-45503-9_r.md,6876,12650,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41467-024-45610-7,s41467-024-45610-7,Nature Communications,2024,10.1038/s41467-024-45610-7,Agile THz-range spectral multiplication of frequency combs using a multiwavelength laser,"system could match the requirements of various applications. We identify four parameters of OFC sources whose tunability would be a strong plus: 1) The free-spectral range (FSR), i.e. the spectral comb line spacing, e.g. for flexible grid transmission networks[15][–][17] . 2) The frequency comb centre wavelength, e.g., for spectroscopy applications[18] . 3) The frequency envelope, to direct all the power to the frequency range of interest, e.g., for THz generation[19] . 4) The coherence of the comb lines, e.g., for lidar or ranging applications for which broad linewidth can aid absolute positioning[20] . Different approaches have been considered to adjust the properties of the OFC. One can start from a broad frequency comb and process it to achieve the desired features. The envelope of the comb can relatively easily be tuned with frequency filters, but the FSR is fixed by the initial comb source. For instance, mode-locked lasers and micro-cavities generate broadband combs with excellent properties, but the corresponding FSR is intrinsically fixed[21] and small FSR values, typically below the GHz, represent a",,,/mnt/d/aspr_nature_markdown/paper/s41467-024-45610-7.md,/mnt/d/aspr_nature_markdown/peer_review/s41467-024-45610-7_r.md,9088,4937,True,True,2.1167650407770284,0.995859375,high,0.31,low,0.9399999999999998,True,agent_graph_metric_evidence,"RS=1.00 Rao-Stirling breadth / 跨学科知识广度, PDE=1.00 Prospective diffusion entropy / 潜在扩散熵, Uzzi=0.98 Atypical recombination / 非典型组合",2.1167650407770284,openalex,openalex_key_ok
s41467-024-48659-6,s41467-024-48659-6,Nature Communications,2024,10.1038/s41467-024-48659-6,Stable pure-green organic light-emitting diodes toward Rec.2020 standard,"unsatisfactory[14][–][16] . This long-term issue is constantly regarded as a primary obstacle in achieving commercial application[17][–][19] . Besides designing novel MR-TADF emitters incorporating robust molecular conformations, large oscillator strengths (f), and fast reverse intersystem crossing (RISC) rates[20][–][25] , recently, to prolong the device operational lifetime, stable phosphors were widely utilized as the effective triplet assistants to sensitize the green and red MR emitters[26][–][29] . However, like phosphorescent OLEDs, the phosphorsensitized fluorescence (PSF) system fails to get rid of the noble rare metals, such as iridium (Ir) and platinum (Pt) etc[30][,][31] . In contrast, pure organic TADF molecules are also promising to be employed as triplet manipulators to stabilize the MR emitters[32][,][33] . Nevertheless, the advancement in operational stability of MR-OLEDs aided by TADF molecules has significantly lagged[34][,][35] . This dilemma might be ascribed to the inappropriate TADF molecule selection and the undesired exciton behaviours, including exciton quenching/annihilation and migration under the electrical excitation in the devices[36][–][38] . Moreover, the use of traditional p-/n-type host materials, like 3,3-di(9H-carbazol9-yl)biphenyl (mCBP) and 2-[9,9’-spirobi(fluoren)−3-yl]−4,6-diphenyl1,3,5-triazine (SF3-TRZ) etc., would induce a larger driving voltage operation owing to their wide energy gaps between the adjacent charge carrier transport layers[39][–][41] . More significantly, their polarity feature makes it difficult to balance the charge carrier injection and transport[42][,][43] . Thus, the electron/hole mobilities in the emitting layer (EML) of TADF-assistant fluorescence (TAF) devices are highly relied on the doping concentration of TADF assistants[44] . Nevertheless, a low doping concentration of assisted-TADF molecules may not considerably influence the charge carrier behaviours, while a high doping concentration would result in its aggregation-caused quenching, ultimately detrimental to device performance[45] . Therefore, understanding and manipulating charge carrier and exciton behaviours within the EML remains a challenging dilemma.",,,/mnt/d/aspr_nature_markdown/paper/s41467-024-48659-6.md,/mnt/d/aspr_nature_markdown/peer_review/s41467-024-48659-6_r.md,7736,6353,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41467-024-52907-0,s41467-024-52907-0,Nature Communications,2024,10.1038/s41467-024-52907-0,HyLight: Strain aware assembly of low coverage metagenomes,"Different strains of identical species can vary substantially in terms of their spectrum of biomedically relevant phenotypes. Reconstructing the genomes of microbial communities at the level of their strains poses significant challenges, because sequencing errors can obscure strain-specific variants. Nextgeneration sequencing (NGS) reads are too short to resolve complex genomic regions. Third-generation sequencing (TGS) reads, although longer, are prone to higher error rates or substantially more expensive. Limiting TGS coverage to reduce costs compromises the accuracy of the assemblies. This explains why prior approaches agree on losses in strain awareness, accuracy, tendentially excessive costs, or combinations thereof. We introduce HyLight, a metagenome assembly approach that addresses these challenges by implementing the complementary strengths of TGS and NGS data. HyLight employs strainresolved overlap graphs (OG) to accurately reconstruct individual strains within microbial communities. Our experiments demonstrate that HyLight produces strain-aware and contiguous assemblies at minimal error content, while significantly reducing costs because utilizing low-coverage TGS data. HyLight achieves an average improvement of 19.05% in preserving strain identity and demonstrates near-complete strain awareness across diverse datasets. In summary, HyLight offers considerable advances in metagenome assembly, insofar as it delivers significantly enhanced strain awareness, contiguity, and accuracy without the typical compromises observed in existing approaches.",,,/mnt/d/aspr_nature_markdown/paper/s41467-024-52907-0.md,/mnt/d/aspr_nature_markdown/peer_review/s41467-024-52907-0_r.md,18356,7856,True,False,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41467-024-53673-9,s41467-024-53673-9,Nature Communications,2024,10.1038/s41467-024-53673-9,Exposing 24-hour cycles in bile acids of male humans,"host-derived conjugated and microbiota-derived unconjugated bile acids. We highlight relationships between daily time courses in bile acids and plasma lipids. We show that sleep deprivation exerts a modest impact on the timings of these rhythms but results in the loss of synchronicity between the circulating bile acids and lipidome. Importantly, the rhythmicity of the bile acids is lost in constant routine conditions when the environmental timing cues are removed or kept constant. These findings establish that the environment exerts a stronger influence on the circulating bile acids, key trans-genomic signaling molecules that impact both the host and microbiota, than the intrinsic circadian timing system of the host.",,,/mnt/d/aspr_nature_markdown/paper/s41467-024-53673-9.md,/mnt/d/aspr_nature_markdown/peer_review/s41467-024-53673-9_r.md,10549,3919,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41467-024-54489-3,s41467-024-54489-3,Nature Communications,2024,10.1038/s41467-024-54489-3,Parametric tuning of quantum phase transitions in ultracold reactions,"Advances in atomic physics have led to the possibility of a coherent transformation between ultracold atoms and molecules including between completely bosonic condensates. Such transformations are enabled by the magneto-association of atoms at a Feshbach resonance which results in a passage through a quantum critical point. In this study, we show that the presence of generic interaction between the constituent atoms and molecules can fundamentally alter the nature of the critical point, change the yield of the reaction and the order of the consequent phase transition. We find that the correlations introduced by this interaction induce nontrivial many-body physics such as coherent oscillations between atoms and molecules, and a selective formation of squeezed molecular quantum states and quantum cat states. We provide analytical and numerical descriptions of these effects, along with scaling laws for the reaction yield in non-adiabatic regimes.",,,/mnt/d/aspr_nature_markdown/paper/s41467-024-54489-3.md,/mnt/d/aspr_nature_markdown/peer_review/s41467-024-54489-3_r.md,9603,9179,True,True,1.8288219782671304,0.986796875,high,0.27,low,0.9624999999999999,True,agent_graph_metric_evidence,"PDE=0.90 Prospective diffusion entropy / 潜在扩散熵, Uzzi=0.83 Atypical recombination / 非典型组合, B=0.80 Bridge position / 跨社区桥接位置",1.8288219782671304,openalex,openalex_key_ok
s41551-024-01220-8,s41551-024-01220-8,Nature Biomedical Engineering,2024,10.1038/s41551-024-01220-8,**nature biomedical engineering**,"In this Article, we used AlphaFold2 to generate AI-based predictions of the 3D protein structures of 1,483 cytidine deaminases to mine novel cytidine deaminases. These deaminases were clustered according to structural similarity, and representative deaminases were selected from each cluster for functional characterization of their base editing activity. This screen uncovered several previously uncharacterized deaminases exhibiting a variety of distinctive features, including higher editing efficiency than other current cytidine deaminase-based CBEs, high on-target: off-target effects ratio and diverse editing windows. Most interestingly, although most deaminases displayed some preference for sequence context, we identified several context-independent deaminases that showed negligible or no preference for editing at different AC/GC/TC/CC motifs and which displayed higher editing efficiency, fewer off-target effects and more even distribution of edit sites across motifs than other, previously reported, context-independent editors. In addition, rationally engineered mutagenesis through predicted DNA-interacted residues substantially decreased off-target editing. Furthermore, these cytidine deaminase-based CBEs could introduce nonsense mutations in single- and multi-copy genes by producing stop codons in mammalian cells without DNA double-strand breaks (DSBs). The optimized cytidine deaminase could be compatible with multiple clustered regularly interspaced short palindromic repeat (CRISPR)-associated (Cas) proteins for specific applications or to improve product purity in human cells. These advanced editing characteristics could enable their application in highly specialized gene therapies that require extremely tight control of editing at specific disease-linked sites. This study highlights the potential of AI-based, structure-oriented tools to improve the accuracy and efficiency of data mining and of screening for novel functional proteins. Also, we provide new candidate cytidine deaminases that may help advance the biomedical and research applications of CBEs.",,,/mnt/d/aspr_nature_markdown/paper/s41551-024-01220-8.md,/mnt/d/aspr_nature_markdown/peer_review/s41551-024-01220-8_r.md,18787,23710,True,True,1.587973399182611,0.974609375,high,0.18,low,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.90 Prospective diffusion entropy / 潜在扩散熵, B=0.84 Bridge position / 跨社区桥接位置, RS=0.84 Rao-Stirling breadth / 跨学科知识广度",1.587973399182611,openalex,openalex_key_ok
s41551-024-01299-z,s41551-024-01299-z,Nature Biomedical Engineering,2024,10.1038/s41551-024-01299-z,**nature biomedical engineering**,"Tactile feedback from brain-controlled bionic hands can be partially restored via i nt ra co rt ical m ic ro st im ul ation (ICMS) of the primary somatosensory cortex. In ICMS, the location of percepts depends on the electrode’s location and the percept intensity depends on the stimulation frequency and amplitude. Sensors on a bionic hand can thus be linked to somatotopically appropriate electrodes, and the contact force of each sensor can be used to determine the amplitude of a stimulus. Here we report a systematic investigation of the localization and intensity of ICMS-evoked percepts in three participants with cervical spinal cord injury. A retrospective analysis of projected fields showed that they were typically composed of a focal hotspot with diffuse borders, arrayed somatotopically in keeping with their underlying receptive fields and stable throughout the duration of the study. When testing the participants’ ability to rapidly localize a single ICMS presentation, individual electrodes typically evoked only weak sensations, making object localization and discrimination difficult. However, overlapping projected fields from multiple electrodes produced more localizable and intense sensations and allowed for a more precise use of a bionic hand.",,,/mnt/d/aspr_nature_markdown/paper/s41551-024-01299-z.md,/mnt/d/aspr_nature_markdown/peer_review/s41551-024-01299-z_r.md,19878,1766,True,True,1.587973399182611,0.974609375,high,0.18,low,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.90 Prospective diffusion entropy / 潜在扩散熵, B=0.84 Bridge position / 跨社区桥接位置, RS=0.84 Rao-Stirling breadth / 跨学科知识广度",1.587973399182611,openalex,openalex_key_ok
s41556-024-01442-7,s41556-024-01442-7,Nature Cell Biology,2024,10.1038/s41556-024-01442-7,**nature cell biology**,"Women are born with all of their oocytes. The oocyte proteome must be maintained with minimal damage throughout the woman’s reproductive life, and hence for decades. Here we report that oocyte and ovarian proteostasis involves extreme protein longevity. Mouse ovaries had more extremely long-lived proteins than other tissues, including brain. These long-lived proteins had diverse functions, including in mitochondria, the cytoskeleton, chromatin and proteostasis. The stable proteins resided not only in oocytes but also in long-lived ovarian somatic cells. Our data suggest that mammals increase protein longevity and enhance proteostasis by chaperones and cellular antioxidants to maintain the female germline for long periods. Indeed, protein aggregation in oocytes did not increase with age and proteasome activity did not decay. However, increasing protein longevity cannot fully block female germline senescence. Large-scale proteome profiling of ~8,890 proteins revealed a decline in many long-lived proteins of the proteostasis network in the aging ovary, accompanied by massive proteome remodeling, which eventually leads to female fertility decline.",,,/mnt/d/aspr_nature_markdown/paper/s41556-024-01442-7.md,/mnt/d/aspr_nature_markdown/peer_review/s41556-024-01442-7_r.md,23596,2032,True,False,2.315099047686935,0.998359375,high,0.87,high,0.9399999999999998,True,agent_graph_metric_evidence,"PDE=0.97 Prospective diffusion entropy / 潜在扩散熵, Uzzi=0.95 Atypical recombination / 非典型组合, B=0.93 Bridge position / 跨社区桥接位置",2.315099047686935,openalex,openalex_key_ok
s41559-024-02530-5,s41559-024-02530-5,Nature Ecology & Evolution,2024,10.1038/s41559-024-02530-5,**nature ecology & evolution**,"|Received: 20 May 2024<br>Accepted: 29 July 2024<br>Published online: 26 September 2024<br>Check for updates|**Yefeng Yang**<br> **1,5**<br>**, Erik van Zwet**<br> **2,5, Nikolaos Ignatiadis**<br> **3 &**<br>**Shinichi Nakagawa**<br> **1,4**| |---|---| ||Despite the growing concerns about the replicability of ecological<br>and evolutionary studies, no results exist from a feld-wide replication<br>project. We conduct a large-scale in silico replication project, leveraging<br>cutting-edge statistical methodologies. Replicability is 30%–40% for studies<br>with marginal statistical signifcance in the absence of selective reporting,<br>whereas the replicability of studies presenting ‘strong’ evidence against the<br>null hypothesis_H_0is >70%. The former requires a sevenfold larger sample<br>size to reach the latter’s replicability. We call for a change in planning,<br>conducting and publishing research towards a transparent, credible and<br>replicable ecology and evolution.|",,,/mnt/d/aspr_nature_markdown/paper/s41559-024-02530-5.md,/mnt/d/aspr_nature_markdown/peer_review/s41559-024-02530-5_r.md,6728,5628,True,True,1.355249543024605,0.951640625,high,0.05,low,0.9699999999999999,True,agent_graph_metric_evidence,"RTD=0.96 Reference target diversity / 参考目标社区多样性, PDE=0.93 Prospective diffusion entropy / 潜在扩散熵, RS=0.89 Rao-Stirling breadth / 跨学科知识广度",1.355249543024605,openalex,openalex_key_ok
s41559-024-02600-8,s41559-024-02600-8,Nature Ecology & Evolution,2024,10.1038/s41559-024-02600-8,**nature ecology & evolution**,"Here, we use a phylogenetic comparative approach to study the drivers behind the evolution of SSD. We use the largest number of species that have been used in SSD studies to date (11,236 tetrapod species), encompassing large variation in SSD from extremely male-biased (for example, southern elephant seal, _Mirounga leonina_ , where males are 5.3 times heavier than females) to extremely female-biased (for example, helmeted water toad, _Calyptocephalella gayi_ , with females 21 times heavier than males). We estimate evolutionary change in male and female body sizes using a recently developed trait evolution model, the Fabric model[34] , which incorporates variation in evolvability (the rate of trait evolution) and directional evolution (Methods). Briefly, the model can distinguish between directional changes (an increase or a decrease in the mean trait value in a descendant clade) and changes in evolvability (an increase or a decrease in the variance of the trait value in the descendant clade). We then test whether the observed distribution of SSD can be explained in the absence of directional evolution on male and female size, that is by variation in evolvability alone. Finally, we test whether the frequencies, magnitudes and directions of change in size of males and females are correlated with the magnitude and direction",,,/mnt/d/aspr_nature_markdown/paper/s41559-024-02600-8.md,/mnt/d/aspr_nature_markdown/peer_review/s41559-024-02600-8_r.md,9959,945,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41564-024-01634-9,s41564-024-01634-9,Nature Microbiology,2024,10.1038/s41564-024-01634-9,**nature microbiology**,"Gnotobiotic model systems are particularly well suited to test population outcomes of microbiomes because the input communities can be fully controlled[32] . Such systems have been introduced in the past for various biological systems. They comprise well-documented and representative strain collections that can be reconstituted to build synthetic microbial communities together with host systems. Both combined—host and microbes—enable the experimental testing of hypotheses by changing specific parameters or members of - the community. A prominent example of microbiomes with estab lished synthetic microbial communities is the mouse gut. Here, the Oligo-Mouse-Microbiota (OligoMM[12] ) (ref. 5) has been introduced. For plants, _Arabidopsis thaliana_ emerged as the most studied gnotobiotic system and the _At_ -SPHERE has been assembled, which consists of collections of bacterial strains from roots and leaves, that recapitulates the majority of bacterial taxa found in environmentally grown heathy plants[33] . These strain collections from gut and plant are available through a public repository, making them accessible to the scientific community, and they have already contributed to our understanding of host–microbe interactions[34][–][37] , as well as microbe–microbe interactions[11][,][12][,][38][,][39] . However, these experiments were often limited by the lack of a convenient, reproducible and cost-efficient system for assessing the underlying community dynamics in a quantitative fashion.",,,/mnt/d/aspr_nature_markdown/paper/s41564-024-01634-9.md,/mnt/d/aspr_nature_markdown/peer_review/s41564-024-01634-9_r.md,14742,19319,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41590-024-01922-w,s41590-024-01922-w,Nature Immunology,2024,10.1038/s41590-024-01922-w,**nature immunology**,"We here demonstrate that Aire condensates assemble on enhancers, serving as sites for transcriptional activation. Moreover, we reveal that these condensates are subject to intricate regulatory mechanisms ensuring tight coordination of CARD polymerization with genomic target recognition.",,,/mnt/d/aspr_nature_markdown/paper/s41590-024-01922-w.md,/mnt/d/aspr_nature_markdown/peer_review/s41590-024-01922-w_r.md,19295,2381,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41594-024-01313-7,s41594-024-01313-7,Nature Structural & Molecular Biology,2024,10.1038/s41594-024-01313-7,**nature structural & molecular biology**,"Dormancy is an essential biological process for the propagation of many life forms through generations and stressful conditions. Early embryos of many mammals are preservable for weeks to months within the uterus in a dormant state called diapause, which can be induced in vitro through mTOR inhibition. Cellular strategies that safeguard original cell identity within the silent genomic landscape of dormancy are not known. Here we show that the protection of _cis_ -regulatory elements from silencing is key to maintaining pluripotency in the dormant state. We reveal a TET–transcription factor axis, in which TET-mediated DNA demethylation and recruitment of methylation-sensitive transcription factor TFE3 drive transcriptionally inert chromatin adaptations during dormancy transition. Perturbation of TET activity compromises pluripotency and survival of mouse embryos under dormancy, whereas its enhancement improves survival rates. Our results reveal an essential mechanism for propagating the cellular identity of dormant cells, with implications for regeneration and disease.",,,/mnt/d/aspr_nature_markdown/paper/s41594-024-01313-7.md,/mnt/d/aspr_nature_markdown/peer_review/s41594-024-01313-7_r.md,20989,4137,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41467-025-57961-w,s41467-025-57961-w,Nature Communications,2025,10.1038/s41467-025-57961-w,Data-driven design of electrolyte additives supporting high-performance 5 V LiNi Mn O 0.5 1.5 4 positive electrodes,"LiNi0.5Mn1.5O4 (LNMO) is a high-capacity spinel-structured material with an – average lithiation/de-lithiation potential at ca. 4.6 4.7 V vs Li[+] /Li, far exceeding the stability limits of electrolytes. An efficient way to enable LNMO in lithiumion batteries is to reformulate an electrolyte composition that stabilizes both graphitic (Gr) negative electrode with solid-electrolyte-interphase and LNMO with cathode-electrolyte-interphase. In this study, we select and test a diverse collection of 28 single and dual additives for the Gr||LNMO battery system. Subsequently, we train machine learning models on this dataset and employ the trained models to suggest 6 binary compositions out of 125, based on predicted final area-specific-impedance, impedance rise, and final specificcapacity. Such machine learning-generated new additives outperform the initial dataset. This finding not only underscores the efficacy of machine learning in identifying materials in a highly complicated application space but also showcases an accelerated material discovery workflow that directly integrates data-driven methods with battery testing experiments.",,,/mnt/d/aspr_nature_markdown/paper/s41467-025-57961-w.md,/mnt/d/aspr_nature_markdown/peer_review/s41467-025-57961-w_r.md,7748,6157,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41467-025-58469-z,s41467-025-58469-z,Nature Communications,2025,10.1038/s41467-025-58469-z,Photocatalytic deoxygenative Z-selective olefination of aliphatic alcohols,"Alcohols are one of the most abundant functional groups in commercially available materials and biologically active compounds. Herein, we report a metal-free photocatalytic method for the deoxygenative Z-selective olefination of aliphatic alcohols. Key to this methodology is the radical olefination and isomerization of unstabilized open-shell species generated in situ by a catalytic reductive scission of benzoate esters. These processes are simultaneously orchestrated by a single phenothiazine photocatalyst via singlet and triplet excited states. Our protocol is distinguished by its wide substrate scope and broad applicability, even in the context of pharmaceuticals and saccharides. Given the mild and water-compatible conditions, our chemistry can also be utilized to functionalize DNA headpieces for DELs applications.",,,/mnt/d/aspr_nature_markdown/paper/s41467-025-58469-z.md,/mnt/d/aspr_nature_markdown/peer_review/s41467-025-58469-z_r.md,5470,1506,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
s41467-025-59370-5,s41467-025-59370-5,Nature Communications,2025,10.1038/s41467-025-59370-5,Study participants,"Fresh PBMCs were isolated from 13 participants who had recovered from an MPXV infection and 10 healthy controls. A schematic of the study protocol is shown in Fig. 1A. In order to evaluate the overall MPXV memory T cell response, we set up an ex vivo IFNγ ELISpot assay by stimulating PBMCs with the VACV strain Lister as previously described[22][,][23] . VACV-reactive T cells were detected as IFNγ-producing cells by ELISpot (Fig. 1B). Individuals who recovered from MPXV infection were able to mount a significant antiviral T cell response compared with the healthy controls (Fig. 1C, p < 0.001), while the frequency of influenza, Epstein-Barr virus (EBV) and human cytomegalovirus (HCMV) (FEC)-specific T cells responses in the two groups were comparable (Supplementary Fig. 2A).",,,/mnt/d/aspr_nature_markdown/paper/s41467-025-59370-5.md,/mnt/d/aspr_nature_markdown/peer_review/s41467-025-59370-5_r.md,17309,17787,True,True,2.147346079099238,0.996484375,high,0.59,middle,0.9999999999999999,True,agent_graph_metric_evidence,"PDE=0.91 Prospective diffusion entropy / 潜在扩散熵, B=0.82 Bridge position / 跨社区桥接位置, RS=0.82 Rao-Stirling breadth / 跨学科知识广度",2.147346079099238,openalex,openalex_key_ok
